,lat,lon,amenity,name,tags,address,Code,Place,is chain
1368,49.2786408,-123.0980142,restaurant,mamie taylor's,"{'addr:housenumber': '251', 'addr:street': 'East Georgia Street', 'addr:city': 'Vancouver'}","249 E Georgia St, Vancouver, BC V6A 1Z6, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1370,49.27935720000001,-123.1002146,restaurant,juke,"{'addr:housenumber': '182', 'addr:street': 'Keefer Street', 'addr:city': 'Vancouver'}","182 Keefer St, Vancouver, BC V6A 1X4, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1371,49.2805161,-123.1001666,restaurant,new mitzie's restaurant,"{'addr:housenumber': '179', 'addr:street': 'East Pender Street', 'addr:city': 'Vancouver'}","179 E Pender St, Vancouver, BC V6A 1T5, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1372,49.2802926,-123.1009532,restaurant,sai woo,"{'addr:housenumber': '158', 'website': 'https://saiwoo.ca/', 'addr:street': 'East Pender Street', 'addr:city': 'Vancouver'}","160 E Pender St, Vancouver, BC V6A 1T3, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1373,49.2805359,-123.1010107,restaurant,jade dynasty restaurant,"{'addr:housenumber': '137', 'addr:street': 'East Pender Street', 'addr:city': 'Vancouver'}","137 E Pender St, Vancouver, BC V6A 1T6, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1376,49.2717729,-123.0951169,restaurant,bibi's kitchen,"{'addr:housenumber': '418', 'addr:street': 'Terminal Avenue', 'addr:city': 'Vancouver'}","418 Terminal Ave, Vancouver, BC V6A 3W9, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1377,49.2831459,-123.10303600000002,restaurant,rodney's oyster house,{},"52A Powell St, Vancouver, BC V6A 1E7, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1378,49.2769121,-123.0805868,bar,luppolo tasting room,"{'addr:housenumber': '1123', 'shop': 'alcohol', 'phone': '+1-604-255-4997', 'opening_hours': 'Su 12:00-22:00; Mo-Tu 15:00-22:00; We-Th 15:00-23:00; Fr 11:30-00:00; Sa 12:00-00:00', 'outdoor_seating': 'no', 'addr:street': 'Venables Street', 'addr:postcode': 'V6A 2C3', 'email': 'info@luppolobrewing.ca', 'addr:city': 'Vancouver'}","1123 Venables St, Vancouver, BC V6A 2C6, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1379,49.2835624,-123.1038811,pub,the portside pub,"{'addr:housenumber': '7', 'website': 'https://theportsidepub.com/', 'phone': '+1-604-559-6333', 'opening_hours': 'Mo-Th 17:00-02:00; Fr 16:30-03:00; Sa 17:00-03:00; Su 20:00-02:00', 'addr:street': 'Alexander Street', 'addr:postcode': 'V6A 1E9'}","7 Alexander St, Vancouver, BC V6A 1E9, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1380,49.2805834,-123.10282859999998,cafe,musette caffè,"{'addr:housenumber': '75', 'alt_name': 'Musette Caffe Chinatown', 'website': 'http://www.musettecaffe.com/', 'addr:street': 'East Pender Street', 'addr:city': 'Vancouver'}","77 E Pender St, Vancouver, BC V6A 1S9, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1381,49.2831953,-123.0949154,restaurant,the mackenzie room,"{'cuisine': 'West_Coast_food', 'addr:housenumber': '415', 'addr:street': 'Powell Street', 'addr:postcode': 'V6A 1G7', 'addr:city': 'Vancouver'}","411 Powell St, Vancouver, BC V6A 1G7, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1382,49.2777456,-123.09808329999998,cafe,harvest community foods,"{'addr:housenumber': '243', 'website': 'http://www.harvestunion.ca', 'addr:street': 'Union Street', 'phone': '+1-604-682-8851'}","247 Union St, Vancouver, BC V6A 3A1, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1383,49.28028270000001,-123.1012535,restaurant,new town bakery & restaurant,"{'addr:housenumber': '148', 'website': 'http://newtownbakery.ca/', 'phone': '+1-604-689-7835', 'opening_hours': 'Mo,Tu,Th-Su 06:30-20:30; We 06:30-19:30', 'payment:cash': 'yes', 'cuisine': 'chinese;filipino', 'addr:street': 'East Pender Street', 'payment:debit_cards': 'yes'}","148 E Pender St, Vancouver, BC V6A 1T3, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1384,49.2850466,-123.0954451,cafe,railtown café,"{'addr:housenumber': '397', 'website': 'https://railtowncafe.ca/', 'phone': '+1-604-428-0800', 'smoking': 'no', 'opening_hours': 'Mo-Fr 07:30-18:00; Sa 11:00-16:00', 'addr:street': 'Railway Street', 'addr:postcode': 'V6A 1A4', 'addr:city': 'Vancouver'}","395 Railway St, Vancouver, BC V6A 1A4, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1385,49.2843293,-123.0955163,restaurant,belgard kitchen,"{'opening_hours': 'Mo-We 11:00-23:00; Th-Fr 11:00-00:00; Sa 10:00-00:00; Su 10:00-23:00', 'website': 'http://belgardkitchen.com/', 'phone': '+1-604-699-1989', 'email': 'info@belgardkitchen.com'}","55 Dunlevy Ave, Vancouver, BC V6A 3A3, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1386,49.2841852,-123.09774009999998,restaurant,ask for luigi,"{'opening_hours': 'Mo-Su 11:30-14:30,17:30-23:00', 'cuisine': 'italian', 'addr:housenumber': '305', 'addr:street': 'Alexander Street'}","305 Alexander St, Vancouver, BC V6A 1C4, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1387,49.2828397,-123.089684,cafe,ed’s daily,"{'addr:housenumber': '686', 'opening_hours': 'Mo-Su 08:00-04:00', 'cuisine': 'coffee_shop', 'addr:street': 'Powell Street', 'addr:postcode': 'V6A 3G1', 'addr:city': 'Vancouver'}","686 Powell St, Vancouver, BC V6A 3G1, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1388,49.2755415,-123.0996107,restaurant,bodega,"{'addr:housenumber': '1014', 'addr:street': 'Main Street'}","1008 BC-99A, Vancouver, BC V6A 2W1, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1389,49.275519,-123.099626,restaurant,campagnolo,"{'name:fi': 'Campagnolo', 'addr:housenumber': '1020', 'website': 'https://www.campagnolorestaurant.ca', 'phone': '+1-604-484-6018', 'cuisine': 'italian_pizza;italian;pizza', 'name:en': 'Campagnolo', 'addr:street': 'Main Street', 'addr:postcode': 'V6A 2W1'}","1012 BC-1A, Vancouver, BC V6A 2W1, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1390,49.276004,-123.0996219,restaurant,torafuku,"{'addr:housenumber': '958', 'addr:street': 'Main Street'}","946 Main St, Vancouver, BC V6A 2W1, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1391,49.2814941,-123.0984116,cafe,ovaltine cafe,"{'addr:housenumber': '251', 'addr:street': 'East Hastings Street'}","251 E Hastings St, Vancouver, BC V6A 1P2, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1392,49.2805525,-123.1020447,restaurant,bestie,"{'addr:housenumber': '105', 'payment:bitcoin': 'yes', 'internet_access': 'yes', 'phone': '+1-604-620-1175', 'opening_hours': 'Mo-Sa 11:30-22:00', 'cuisine': 'german', 'addr:street': 'East Pender Street', 'addr:city': 'Vancouver'}","103 Pender St E, Vancouver, BC V6A 1T6, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1393,49.2829888,-123.0959146,cafe,have cafe,{'addr:street': 'Powell Street'},"378 Powell St, Vancouver, BC V6A 1G4, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1394,49.2750615,-123.0996424,pub,the ivanhoe,"{'addr:housenumber': '1038', 'addr:street': 'Main Street'}","1038 Main St, Vancouver, BC V6A 2W1, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1395,49.2777282,-123.0971626,restaurant,hunnybee bruncheonette,"{'addr:housenumber': '789', 'addr:street': 'Gore Avenue', 'addr:city': 'Vancouver'}","789 Gore Ave, Vancouver, BC V6A 2Z9, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1396,49.2773052,-123.0869116,cafe,union market,{},"810 Union St, Vancouver, BC V6A 2C4, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1397,49.278388,-123.099578,pub,london pub,"{'addr:housenumber': '700', 'addr:street': 'Main Street'}","700 Main St, Vancouver, BC V6A 0B1, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1398,49.2783793,-123.0981941,restaurant,phnom penh restaurant,"{'cuisine': 'Cambodian;Vietnamese', 'addr:housenumber': '244', 'addr:street': 'East Georgia Street', 'phone': '+1-604-682-5777', 'addr:postcode': 'V6A 1Z7'}","244 E Georgia St, Vancouver, BC V6A 1Z7, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1399,49.2793266,-123.1007929,restaurant,floata seafood restaurant,"{'opening_hours': 'Mo-Su 07:30-22:00', 'website': 'https://www.floata.com/', 'phone': '+1-604-602-0368'}","180 Keefer St, Vancouver, BC V6A 1X4, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1400,49.27969470000001,-123.0977955,restaurant,maxims restaurant,"{'addr:housenumber': '257', 'payment:credit_cards': 'no', 'phone': '+1-604-688-6281', 'cuisine': 'Hong Kong Cafe', 'addr:street': 'Keefer Street', 'payment:debit_cards': 'no'}","257 Keefer St, Vancouver, BC V6A 1X6, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1401,49.2799722,-123.0994785,restaurant,the boss bakery & restaurant,"{'opening_hours': 'Mo-Su 07:00-19:00', 'cuisine': 'chinese;Hong Kong Cafe', 'addr:housenumber': '532', 'shop': 'bakery', 'addr:street': 'Main Street'}","526 Main St, Vancouver, BC V6A 2T9, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1403,49.281417,-123.0949933,pub,pat's pub,"{'addr:housenumber': '403', 'alt_name': 'Hastings Mill Pub', 'website': 'https://www.patspub.ca/', 'shop': 'alcohol', 'opening_hours': 'Mo-Th 11:00-00:00; Fr-Sa 11:00-01:00; Su 11:00-22:00', 'outdoor_seating': 'no', 'addr:street': 'East Hastings Street', 'addr:city': 'Vancouver'}","403 BC-7A, Vancouver, BC V6A 1P7, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1404,49.2831604,-123.1040262,bar,the diamond,"{'addr:housenumber': '6', 'website': 'http://di6mond.com', 'opening_hours': 'Mo-Th 17:30-01:00; Fr-Sa 17:30-02:00; Su 17:30-00:00', 'addr:street': 'Powell Street', 'addr:postcode': 'V6B 1G7', 'email': 'info@di6mond.com', 'addr:city': 'Vancouver'}","2 Powell St, Vancouver, BC V6A 1E7, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1405,49.279293,-123.0974274,restaurant,oyster express,"{'addr:housenumber': '296', 'phone': '+1-604-684-3300', 'cuisine': 'seafood', 'addr:street': 'Keefer Street', 'addr:postcode': 'V6A 1X5', 'addr:city': 'Vancouver'}","609 Gore Ave, Vancouver, BC V6A 3W5, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1406,49.2836569,-123.1041219,pub,guilt & co,"{'wheelchair': 'no', 'addr:housenumber': '1', 'website': 'http://www.guiltandcompany.com', 'opening_hours': 'Mo-Su 19:00-02:00', 'addr:street': 'Alexander Street', 'addr:postcode': 'V6A 1B2'}","1 Alexander Street, Underground, Vancouver, BC V6A 1B2, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1407,49.2830338,-123.0998209,bar,no. 5 orange,"{'addr:housenumber': '205', 'website': 'https://www.no5orange.ca/', 'addr:street': 'Main Street', 'addr:postcode': 'V6A 1K7'}","200 Powell St, Vancouver, BC V6A 2S7, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1408,49.2804909,-123.0990143,cafe,propaganda coffee,"{'opening_hours': 'Mo-Su 08:00-18:00', 'addr:housenumber': '209', 'website': 'https://www.propagandacoffee.ca/', 'addr:street': 'East Pender St'}","209 E Pender St, Vancouver, BC V6A 1T8, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1409,49.283151,-123.1037577,restaurant,sitar,"{'cuisine': 'indian', 'addr:housenumber': '8', 'addr:street': 'Powell Street', 'phone': '+1-604-687-0049'}","8 Powell St, Vancouver, BC V6A 1E7, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1410,49.2834563,-123.1023773,restaurant,incendio,"{'addr:housenumber': '103', 'addr:street': 'Columbia Street'}","199 Columbia St, Vancouver, BC V6A 2R4, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1411,49.2835451,-123.102736,restaurant,the birds & the beets,"{'wheelchair': 'no', 'addr:housenumber': '54', 'addr:street': 'Alexander Street'}","58 Alexander St, Vancouver, BC V6A 1B4, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1412,49.2784508,-123.0991718,cafe,wheat and barley,"{'addr:housenumber': '212', 'alt_name': 'Brixton Cafe', 'addr:street': 'East Georgia Street', 'internet_access': 'wlan', 'addr:city': 'Vancouver'}","212 E Georgia St, Vancouver, BC V6A 1Z7, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1413,49.2786851,-123.0992577,cafe,matchstick coffee roasters,"{'addr:housenumber': '213', 'website': 'https://www.matchstickyvr.com/', 'phone': '+1-604-336-0213', 'opening_hours': 'Mo-Su 07:00-21:00', 'addr:street': 'East Georgia Street', 'addr:postcode': 'V5T 2R6', 'addr:city': 'Vancouver'}","213 E Georgia St, Vancouver, BC V6A 4J7, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1414,49.2801961,-123.0974652,bar,the emerald,"{'opening_hours': 'Tu-Th 17:00-01:00; Fr-Sa 17:00-02:00', 'addr:housenumber': '555', 'website': 'http://emeraldsupperclub.com', 'addr:street': 'Gore Avenue', 'phone': '+1-778-788-6120'}","288 E Pender St, Vancouver, BC V6A 1T7, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1415,49.2830756,-123.10838429999998,restaurant,the charles bar,"{'addr:housenumber': '136', 'phone': '+1-604-568-8040', 'opening_hours': 'Mo-Th 11:30-24:00; Fr,Sa 11:30-03:00; Su 10:00-24:00', 'cuisine': 'international', 'addr:street': 'West Cordova Street', 'addr:city': 'Vancouver'}","142 W Cordova St, Vancouver, BC V6A 1K9, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1416,49.2793149,-123.0987588,fast_food,kent's kitchen,"{'addr:housenumber': '232', 'name:en': ""Kent's Kitchen"", 'addr:street': 'Keefer Street'}","232 Keefer St, Vancouver, BC V6A 1X5, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1419,49.2792951,-123.0978928,restaurant,jang mo jib korean restaurant,"{'addr:housenumber': '268', 'website': 'http://www.hons.ca/', 'addr:street': 'Keefer Street'}","201-268 Keefer St, Vancouver, BC V6A 1X5, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1420,49.2805364,-123.1009549,restaurant,dd mau chinatown,"{'addr:housenumber': '145', 'website': 'https://www.ddmau.ca/chinatown', 'phone': '+1-604-559-6076', 'opening_hours': 'Mo-Th 11:30-22:00, Fr-Sa 11:30-24:00', 'cuisine': 'vietnamese', 'addr:street': 'East Pender Street'}","137 E Pender St, Vancouver, BC V6A 1T6, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1421,49.28394220000001,-123.0998366,restaurant,deacon's corner,"{'addr:housenumber': '101', 'website': 'http://www.deaconscorner.ca/', 'opening_hours': 'Mo-Fr 08:00-21:00; Sa 09:00-21:00; Su 09:00-17:00', 'cuisine': 'sandwich;burger;breakfast', 'outdoor_seating': 'no', 'addr:street': 'Main Street', 'addr:postcode': 'V6A 2S5'}","101 Main St, Vancouver, BC V6A 2S5, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1422,49.2787902,-123.0995388,restaurant,ba le sandwich shop,"{'addr:housenumber': '638', 'opening_hours': '08:00-18:00', 'cuisine': 'Vietnamese_Subs', 'addr:street': 'Main Street', 'addr:postcode': 'V6A 2V4', 'addr:city': 'Vancouver', 'capacity': '5'}","638 Main St, Vancouver, BC V6A 1Z6, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1423,49.27869550000001,-123.0995441,restaurant,straight outta brooklyn nyc pizza,{'cuisine': 'pizza'},"648 Main St, Vancouver, BC V6A 2V3, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1425,49.2796198,-123.1013261,bar,the keefer,"{'addr:housenumber': '135', 'website': 'http://thekeeferbar.com', 'addr:street': 'Keefer Street', 'phone': '+1-604-688-1961', 'addr:postcode': 'V6A 1X3'}","135 Keefer St, Vancouver, BC V6A 1X3, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1426,49.2796018,-123.1005962,restaurant,bao bei,{},"163 Keefer St, Vancouver, BC V6A 1X4, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1427,49.2777673,-123.0989237,pub,the union,{},"219 Union St, Vancouver, BC V6A 4C3, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1428,49.2821995,-123.1027434,restaurant,la mezcaleria,"{'addr:housenumber': '68', 'website': 'https://www.lamezcaleria.ca/', 'smoking': 'no', 'cuisine': 'mexican', 'outdoor_seating': 'no', 'addr:street': 'East Cordova Street'}","62 E Cordova St, Vancouver, BC V6A 1K2, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1429,49.2812497,-123.085284,cafe,prototype coffee,"{'addr:housenumber': '883', 'addr:street': 'East Hastings Street', 'addr:city': 'Vancouver'}","881 E Hastings St, Vancouver, BC V6A 3Y1, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1430,49.2780156,-123.0995912,pub,brickhouse,"{'addr:housenumber': '730', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}","730 Main St, Vancouver, BC V6A 2V7, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1431,49.2703779,-123.1009077,cafe,railtown café,"{'addr:housenumber': '1691', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}","1691 BC-1A, Vancouver, BC V6A 2W5, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1432,49.2791744,-123.0973495,restaurant,kokomo,"{'addr:housenumber': '611', 'addr:street': 'Gore Avenue', 'addr:city': 'Vancouver'}","611 Gore Ave, Vancouver, BC V6A 2Z8, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1433,49.2795719,-123.09949509999998,restaurant,rhinofish noodle bar,"{'addr:housenumber': '550', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}","550 Main St, Vancouver, BC V6A 2T9, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1434,49.2804624,-123.0986151,ice_cream,umaluna dairy-free gelato,"{'addr:housenumber': '235', 'addr:street': 'East Pender Street', 'addr:city': 'Vancouver'}","245 E Pender St, Vancouver, BC V6A 1T8, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1435,49.2802559,-123.0988317,cafe,aubade coffee,"{'addr:housenumber': '230', 'addr:street': 'East Pender Street', 'addr:city': 'Vancouver'}","Unit/Pitt Projects, 236 E Pender St, Vancouver, BC V6A 1T7, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1436,49.2804447,-123.0976766,bar,la boqueria,"{'addr:housenumber': '291', 'website': 'https://www.boqueria.ca/', 'internet_access': 'wlan', 'phone': '+1-604-423-4300', 'addr:street': 'East Pender Street', 'addr:postcode': 'V6A 1T8', 'email': 'info@boqueria.ca', 'addr:city': 'Vancouver'}","293 E Pender St, Vancouver, BC V6A 2Z4, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1437,49.2804603,-123.0981436,restaurant,kissa tanto,"{'addr:housenumber': '263', 'addr:street': 'East Pender Street', 'addr:city': 'Vancouver'}","265 E Pender St, Vancouver, BC V6A 1T8, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1438,49.2814902,-123.077765,restaurant,axum ethiopian restaurant,"{'phone': '+1-604-253-2986', 'cuisine': 'ethiopian'}","1279 E Hastings St, Vancouver, BC V6A 1S4, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1439,49.28207800000001,-123.0815368,cafe,casa del caffe,"{'addr:housenumber': '1085', 'addr:street': 'East Cordova Street', 'addr:city': 'Vancouver'}","1085 E Cordova St, Vancouver, BC V6A 1M8, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1440,49.2808933,-123.0853364,restaurant,s2 cafe house,"{'addr:housenumber': '875', 'addr:street': 'East Hastings Street', 'addr:city': 'Vancouver'}","880 E Hastings St, Vancouver, BC V6A 1R6, Canada",V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),False
1441,49.2427766,-123.0040514,restaurant,crystal palace,{'cuisine': 'chinese'},"4735 Willingdon Ave, Burnaby, BC V5G 3H5, Canada",V5G,Burnaby (Cascade-Schou / Douglas-Gilpin),False
1443,49.2565248,-123.0062372,restaurant,g-be izakaya,"{'cuisine': 'sushi', 'addr:housenumber': '4331', 'addr:street': 'Dominion Street'}","4331 Dominion St, Burnaby, BC V5G 1C7, Canada",V5G,Burnaby (Cascade-Schou / Douglas-Gilpin),False
1444,49.2544329,-123.0204338,restaurant,agra tandoori restaurant,"{'addr:housenumber': '3790', 'addr:street': 'Canada Way', 'addr:city': 'Burnaby'}","3790 Canada Way, Burnaby, BC V5G 1G4, Canada",V5G,Burnaby (Cascade-Schou / Douglas-Gilpin),False
1445,49.2544364,-123.020646,restaurant,argo greek,"{'addr:housenumber': '108-3790', 'addr:street': 'Canada Way', 'addr:city': 'Burnaby'}","3790 Canada Way, Burnaby, BC V5G 1G4, Canada",V5G,Burnaby (Cascade-Schou / Douglas-Gilpin),False
1447,49.2546026,-123.0227873,fast_food,mr. pan pizza,"{'addr:housenumber': '3718', 'addr:street': 'Canada Way', 'addr:city': 'Burnaby'}","3718 Canada Way, Burnaby, BC V5G 1G4, Canada",V5G,Burnaby (Cascade-Schou / Douglas-Gilpin),False
1448,49.2545986,-123.0225224,restaurant,waffle gone wild,"{'addr:housenumber': '3726', 'addr:street': 'Canada Way', 'addr:city': 'Burnaby'}","3728 Canada Way, Burnaby, BC V5G 1G4, Canada",V5G,Burnaby (Cascade-Schou / Douglas-Gilpin),False
1450,49.2548809,-123.0206833,restaurant,nu sushi bar,"{'addr:housenumber': '3787', 'addr:street': 'Canada Way', 'addr:unit': '100', 'addr:city': 'Burnaby'}","102 Canada Way, Burnaby, BC V5G 1G4, Canada",V5G,Burnaby (Cascade-Schou / Douglas-Gilpin),False
1451,49.2549229,-123.0195594,restaurant,james street cafe & grill,"{'addr:housenumber': '3819', 'addr:street': 'Canada Way', 'addr:city': 'Burnaby'}","3819 Canada Way, Burnaby, BC V5G 1G6, Canada",V5G,Burnaby (Cascade-Schou / Douglas-Gilpin),False
1452,49.25628629999999,-123.0232744,restaurant,burnaby palace restaurant,"{'addr:housenumber': '3110', 'addr:street': 'Boundary Road', 'addr:city': 'Burnaby'}","3110 Boundary Rd, Burnaby, BC V5G 1B9, Canada",V5G,Burnaby (Cascade-Schou / Douglas-Gilpin),False
1453,49.25127910000001,-123.0006723,cafe,the rix,"{'cuisine': 'starbucks,_sandwiches,_baked_goods'}","SE 2, Burnaby, BC V5G, Canada",V5G,Burnaby (Cascade-Schou / Douglas-Gilpin),False
1454,49.242659,-123.004039,restaurant,sushi s,"{'cuisine': 'japanese', 'addr:housenumber': '4739', 'addr:street': 'Willingdon Avenue', 'phone': '+1-604-437-9399'}","4739 Willingdon Ave, Burnaby, BC V5G 3H6, Canada",V5G,Burnaby (Cascade-Schou / Douglas-Gilpin),False
1455,49.2437836,-122.9696048,restaurant,scallion's bistro,"{'opening_hours': 'Mo-Th 07:00-16:00; Fr 07:00-15:00', 'addr:housenumber': '6450', 'addr:street': 'Roberts Street', 'phone': '+1-604-294-5228', 'addr:city': 'Burnaby'}","6450 Roberts St, Burnaby, BC V5G 4E1, Canada",V5G,Burnaby (Cascade-Schou / Douglas-Gilpin),False
1456,49.24245850000001,-123.003994,restaurant,no. 1 beef noodle,{},"4741 Willingdon Ave, Burnaby, BC V5G 3H5, Canada",V5G,Burnaby (Cascade-Schou / Douglas-Gilpin),False
1457,49.2509036,-123.00327040000002,cafe,gateway deli,{'opening_hours': 'Mo-Th 07:30-19:00'},"SW 1, Burnaby, BC V5G, Canada",V5G,Burnaby (Cascade-Schou / Douglas-Gilpin),False
1458,49.256509,-123.0061178,restaurant,grand dynasty,"{'opening_hours': '09:30-22:30', 'cuisine': 'chinese', 'addr:housenumber': '4331', 'addr:street': 'Dominion Street', 'phone': '+1-604-432-6002'}","4331 Dominion St, Burnaby, BC V5G 1C7, Canada",V5G,Burnaby (Cascade-Schou / Douglas-Gilpin),False
1459,49.2501092,-123.0015799,cafe,the stand,{'opening_hours': 'Mo-Th 07:00-21:00'},"SE 12, Fairey St, Burnaby, BC V5G, Canada",V5G,Burnaby (Cascade-Schou / Douglas-Gilpin),False
1461,49.2514468,-123.0017365,pub,habitat,"{'addr:housenumber': '3700', 'addr:street': 'Willingdon Avenue', 'phone': '+1-604-431-4981', 'facebook': 'http://www.facebook.com/ProfessorMugsPub', 'addr:city': 'Burnaby'}","16 Goard Way, Burnaby, BC V5G, Canada",V5G,Burnaby (Cascade-Schou / Douglas-Gilpin),False
1462,49.2513348,-122.9994771,cafe,habitat pub,{'cuisine': 'pub'},"SE 1 - BCIT, Roper Ave, Burnaby, BC V5G 3L1, Canada",V5G,Burnaby (Cascade-Schou / Douglas-Gilpin),False
1463,49.25402020000001,-123.0014179,cafe,tim hortons express,{},"J.W. Inglis Building, Burnaby, BC V5G 3H2, Canada",V5G,Burnaby (Cascade-Schou / Douglas-Gilpin),False
1464,49.2538725,-123.0014254,restaurant,austin grill,{},"J.W. Inglis Building, Burnaby, BC V5G 3H2, Canada",V5G,Burnaby (Cascade-Schou / Douglas-Gilpin),False
1465,49.2396475,-122.9673974,fast_food,Ice Cream Parlour,{},"6501 Deer Lake Ave, Burnaby, BC V5G 3T6, Canada",V5G,Burnaby (Cascade-Schou / Douglas-Gilpin),False
1467,49.3266192,-123.1380363,restaurant,trattoria,"{'addr:housenumber': '757', 'phone': '+1-604-424-8777', 'cuisine': 'italian', 'outdoor_seating': 'yes', 'addr:street': 'Main Street', 'addr:city': 'West Vancouver'}","757 Main St, West Vancouver, BC V7T 1A2, Canada",V7T,West Vancouver Southeast,False
1477,49.3261888,-123.139149,restaurant,zubu ramen bar,"{'level': '0', 'cuisine': 'ramen;japanese'}","784 Park Royal S, West Vancouver, BC V7T 1A6, Canada",V7T,West Vancouver Southeast,False
1478,49.3259573,-123.1395117,restaurant,legendary hot pot,"{'level': '0', 'cuisine': 'chinese'}","796 Main St, West Vancouver, BC V7T 1A1, Canada",V7T,West Vancouver Southeast,False
