,lat,lon,timestamp,amenity,name,tags
8378,49.2859601,-123.1274065,2019-10-19T20:08:54.000-07:00,restaurant,ebisu,"{'cuisine': 'japanese;ramen;sushi', 'addr:city': 'Vancouver'}"
8379,49.2836676,-123.1236177,2019-02-24T05:04:26.000-08:00,cafe,café crêpe express,{}
8380,49.2809013,-123.1322613,2019-09-02T22:08:26.000-07:00,restaurant,mumbai local,"{'addr:housenumber': '1148', 'website': 'https://mumbailocal.ca', 'phone': '+1-604-423-3281', 'opening_hours': 'Mo-Su 11:00-15:00,17:00-23:00', 'cuisine': 'indian', 'outdoor_seating': 'no', 'addr:street': 'Davie Street', 'addr:postcode': 'V6E 1N1', 'email': 'eats@mumbailocal.ca', 'addr:city': 'Vancouver'}"
8383,49.263253,-123.1271262,2018-02-10T16:17:27.000-08:00,restaurant,a taste of vietnam,"{'addr:housenumber': '1016', 'phone': '+1-604-730-8383', 'opening_hours': 'Mo-Fr 10:00-22:00; Sa-Su 11:00-22:00', 'cuisine': 'vietnamese', 'addr:street': 'West Broadway', 'takeaway': 'yes'}"
8384,49.2341725,-123.1401391,2019-07-29T07:40:45.000-07:00,restaurant,hikari cafe,"{'phone': '+1-604-269-3682', 'cuisine': 'japanese'}"
8386,49.267836,-123.145875,2020-02-25T19:13:21.000-08:00,restaurant,mi casa mexicana,"{'addr:province': 'BC', 'cuisine': 'mexican', 'addr:housenumber': '2015', 'addr:street': 'Burrard Street', 'addr:city': 'Vancouver'}"
8389,49.2696735,-123.1459612,2019-08-29T18:25:42.000-07:00,fast_food,subway,"{'brand:wikidata': 'Q244457', 'addr:housenumber': '101 1807', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'addr:street': 'Burrard Street', 'takeaway': 'yes', 'brand': 'Subway'}"
8390,49.2619003,-123.1383698,2019-08-29T18:25:42.000-07:00,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '2690', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'addr:street': 'Granville Street', 'takeaway': 'yes', 'brand': 'Starbucks'}"
8391,49.2796947,-123.0977955,2018-02-10T16:17:27.000-08:00,restaurant,maxims restaurant,"{'addr:housenumber': '257', 'payment:credit_cards': 'no', 'phone': '+1-604-688-6281', 'cuisine': 'Hong Kong Cafe', 'addr:street': 'Keefer Street', 'payment:debit_cards': 'no'}"
8395,49.2799722,-123.0994785,2013-12-31T15:31:21.000-08:00,restaurant,the boss bakery & restaurant,"{'opening_hours': 'Mo-Su 07:00-19:00', 'cuisine': 'chinese;Hong Kong Cafe', 'addr:housenumber': '532', 'shop': 'bakery', 'addr:street': 'Main Street'}"
8396,49.2805086,-123.0999462,2011-11-14T05:39:56.000-08:00,cafe,waves,{}
8397,49.2878625,-123.1239772,2019-08-29T17:59:17.000-07:00,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'wheelchair': 'yes', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}"
8424,49.2519721,-123.0800661,2019-09-13T13:57:05.000-07:00,restaurant,bean banh mi,"{'addr:housenumber': '1198', 'addr:street': 'Kingsway', 'addr:city': 'Vancouver'}"
8425,49.2431778,-123.0619104,2019-09-13T13:57:05.000-07:00,restaurant,new mandarin seafood restaurant,"{'addr:housenumber': '4650', 'addr:street': 'Gladstone Street', 'addr:city': 'Vancouver'}"
8426,49.2429006,-123.0608742,2020-03-15T00:21:33.000-07:00,cafe,gram cafe,{}
8573,49.301224500000004,-123.1570713,2013-05-31T16:43:18.000-07:00,restaurant,the teahouse,"{'source': 'survey', 'start_date': '1978'}"
8574,49.3010722,-123.1336126,2016-03-31T09:40:17.000-07:00,cafe,railway cafe,{'source': 'survey'}
8575,49.3027539,-123.1312455,2019-06-22T20:59:44.000-07:00,cafe,lumberman's arch cafe,"{'cuisine': 'burger;ice_cream;fish_and_chips', 'source': 'survey'}"
8586,49.2874308,-123.1149042,2013-06-10T14:56:49.000-07:00,restaurant,hapa izakaya,"{'cuisine': 'japanese', 'addr:housenumber': '909', 'addr:street': 'West Cordova Street', 'source': 'survey'}"
8587,49.2821875,-123.1090478,2016-01-14T04:46:29.000-08:00,pub,the hastings warehouse,"{'addr:housenumber': '156', 'addr:street': 'West Hastings Street', 'source': 'survey', 'addr:city': 'Vancouver'}"
8588,49.2840215,-123.1141074,2014-01-23T03:19:10.000-08:00,pub,malone's,"{'addr:housenumber': '608', 'website': 'http://www.malones.bc.ca/', 'addr:street': 'West Pender Street', 'source': 'survey', 'addr:postcode': 'V6B 1V8'}"
8600,49.373866,-123.2745596,2018-07-20T02:42:08.000-07:00,restaurant,pudgie's pizza & pasta,{}
8601,49.373832,-123.2746014,2019-09-25T05:50:41.000-07:00,restaurant,horseshoe bay chinese restaurant,"{'addr:housenumber': '6612', 'website': 'https://m.facebook.com/Horseshoe-Bay-Chinese-Restaurant-477089473028528/', 'phone': '+1-604-921-8828', 'opening_hours': 'Mo-Su 12:00-20:00', 'cuisine': 'chinese;western', 'addr:street': 'Royal Avenue', 'addr:postcode': 'V7W 2B9'}"
8602,49.2215669,-122.9885007,2019-09-13T13:57:04.000-07:00,restaurant,tiny kitchen,"{'opening_hours': 'Mo-Su 11:30-21:30', 'cuisine': 'japanese', 'addr:housenumber': '6868', 'addr:street': 'Royal Oak Avenue', 'addr:city': 'Burnaby'}"
8603,49.0385857,-122.2705368,2019-11-09T13:47:52.000-08:00,fast_food,fatburger express,"{'cuisine': 'burger', 'addr:unit': '13'}"
8609,49.2672724,-123.1042375,2019-03-22T02:52:13.000-07:00,bar,electric bicycle brewing,"{'website': 'https://electricbicyclebrewing.com/', 'shop': 'alcohol', 'phone': '+1-604-709-9939', 'opening_hours': 'Mo-Th 14:00-23:00; Fr-Sa 11:00-00:00; Su 11:00-23:00', 'outdoor_seating': 'no', 'email': 'info@ebbeer.com'}"
8610,49.033597,-122.8014115,2018-08-12T19:42:57.000-07:00,cafe,tim hortons,"{'addr:housenumber': '1767', 'addr:street': '152 Street', 'internet_access': 'wlan', 'addr:postcode': 'V4A 4N3'}"
8615,49.2561559,-122.9221406,2019-03-19T06:11:06.000-07:00,bar,dageraad tasting room,"{'addr:housenumber': '3191', 'website': 'https://dageraadbrewing.com/', 'shop': 'alcohol', 'phone': '+1-604-420-2050', 'opening_hours': 'Mo-We 12:00-21:00; Th 12:00-22:00; Fr-Sa 11:00-22:00; Su 11:00-21:00', 'addr:street': 'Thunderbird Crescent', 'addr:postcode': 'V5A 3G1', 'addr:unit': '114', 'addr:city': 'Burnaby'}"
8628,49.2418492,-122.7614665,2017-07-12T04:02:02.000-07:00,fast_food,subway,"{'cuisine': 'sandwich', 'takeaway': 'yes'}"
8629,49.2469482,-122.749874,2020-02-22T02:15:31.000-08:00,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'brand:wikipedia': 'en:Tim Hortons', 'drive_through': 'yes', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Tim Hortons'}"
8644,49.1955872,-123.1740688,2017-11-05T18:28:55.000-08:00,cafe,euro cafe,"{'amenity_2': 'convenience store', 'name:en': 'Euro Cafe'}"
8646,49.2886227,-123.1400296,2019-09-02T22:08:26.000-07:00,restaurant,shizen ya,"{'addr:housenumber': '1059', 'website': 'http://shizenya.ca/', 'phone': '+1-778-379-0159', 'opening_hours': 'Mo-Th,Su 11:30-21:00; Fr,Sa 11:30-22:00', 'cuisine': 'sushi;japanese', 'addr:street': 'Denman Street', 'addr:postcode': 'V6G 2M7', 'addr:city': 'Vancouver', 'capacity': '36'}"
8647,49.288583,-123.1400791,2017-07-14T00:21:32.000-07:00,restaurant,p2p,"{'addr:housenumber': '1061', 'name:en': 'P2P', 'addr:street': 'Denman Street'}"
8648,49.2568861,-123.121518,2017-07-16T04:25:57.000-07:00,fast_food,hachibei 八兵衛,"{'addr:housenumber': '778', 'name:en': 'Hachibei', 'addr:street': 'West 16th Avenue'}"
8649,49.277457,-123.1259686,2016-01-20T21:38:58.000-08:00,fast_food,grade 'a' cafe,"{'addr:housenumber': '1175', 'addr:street': 'Granville Street'}"
8650,49.2774975,-123.1259158,2016-01-20T21:38:58.000-08:00,fast_food,mr. greek,"{'addr:housenumber': '1173', 'addr:street': 'Granville Street'}"
8651,49.277605,-123.1257615,2016-01-20T21:38:59.000-08:00,pub,sidecar,"{'addr:housenumber': '1163', 'addr:street': 'Granville Street'}"
8652,49.277701,-123.1256265,2020-03-14T19:36:39.000-07:00,restaurant,umeda japanese cuisine,"{'addr:province': 'BC', 'payment:credit_cards': 'yes', 'air_conditioning': 'yes', 'payment:cash': 'yes', 'cuisine': 'sushi;japanese', 'addr:postcode': 'V6Z 1M1', 'takeaway': 'yes', 'addr:city': 'Vancouver', 'addr:housenumber': '1157', 'phone': '+1-604-681-0009', 'smoking': 'no', 'opening_hours': 'Mo-Sa 11:00-23:00; Su 12:00-23:00', 'addr:street': 'Granville Street', 'payment:debit_cards': 'yes'}"
8654,49.2778308,-123.1254331,2019-09-13T13:56:58.000-07:00,fast_food,donair dude,"{'addr:housenumber': '1145', 'payment:credit_cards': 'yes', 'phone': '+1-604-428-6699', 'drive_through': 'no', 'addr:street': 'Granville Street', 'payment:debit_cards': 'yes', 'addr:city': 'Vancouver'}"
8657,49.277764,-123.1255337,2020-03-14T19:36:39.000-07:00,restaurant,kings kitchen,"{'addr:province': 'BC', 'addr:housenumber': '1149', 'opening_hours': 'Mo-Sa 09:00-22:00', 'cuisine': 'chinese', 'outdoor_seating': 'yes', 'addr:street': 'Granville Street', 'addr:city': 'Vancouver'}"
8658,49.2777995,-123.1254756,2016-01-20T21:39:01.000-08:00,restaurant,twisted fork bistro,{'addr:street': 'Granville Street'}
8659,49.2776684,-123.1256767,2016-01-20T21:38:59.000-08:00,bar,cabana,"{'addr:housenumber': '1159', 'addr:street': 'Granville Street'}"
8661,49.2543205,-123.2354781,2019-04-08T17:17:02.000-07:00,restaurant,biercraft,"{'addr:housenumber': '3340', 'website': 'http://biercraft.com', 'phone': '+1-604-559-2437', 'opening_hours': '11:00-00:00', 'cuisine': 'tapas;_french-inspired_bistro;_bar;_craft_beer', 'addr:street': 'Shrum Lane', 'addr:city': 'Vancouver'}"
8666,49.278957,-123.1081511,2018-10-26T20:30:35.000-07:00,fast_food,tako,"{'addr:housenumber': '601', 'website': 'http://www.takovancouver.com', 'phone': '+1-778-379-7010', 'drive_through': 'no', 'opening_hours': 'Su-Th 11:00-22:00; Fr-Sa 11:00-23:00', 'cuisine': 'korean', 'addr:street': 'Expo Boulevard', 'takeaway': 'yes'}"
8668,49.2794353,-123.1069567,2016-01-21T04:54:38.000-08:00,fast_food,odo sushi,"{'addr:housenumber': '82', 'addr:street': 'Keefer Street'}"
8676,49.260953,-123.2510588,2019-09-02T22:08:26.000-07:00,cafe,agora,"{'opening_hours': '09:00-15:00', 'cuisine': 'coffee_shop', 'internet_access': 'yes', 'smoking': 'no'}"
8679,49.2784906,-123.1244505,2019-10-28T15:41:35.000-07:00,restaurant,thai away home,"{'addr:housenumber': '1081', 'website': 'https://www.thaiaway.com', 'phone': '+1-604-428-5195', 'opening_hours': 'Mo-Th 11:30-21:00; Fr,Sa 11:30-21:30; Su 12:00-21:00', 'addr:street': 'Granville Street', 'addr:city': 'Vancouver'}"
8680,49.1326737,-122.3388665,2019-02-18T15:10:14.000-08:00,restaurant,fatburger,"{'website': 'https://www.fatburgercanada.com/', 'phone': '+1-604-410-0010', 'opening_hours': '10:00-21:00', 'cuisine': 'burger', 'outdoor_seating': 'yes', 'addr:unit': 'C120'}"
8683,49.132705,-122.3390044,2019-09-22T22:48:18.000-07:00,restaurant,pizza hut,"{'brand:wikidata': 'Q191615', 'website': 'https://www.pizzahut.ca', 'brand:wikipedia': 'en:Pizza Hut', 'cuisine': 'pizza', 'brand': 'Pizza Hut', 'addr:unit': 'C110'}"
8684,49.1326073,-122.3396821,2019-09-22T22:48:18.000-07:00,fast_food,subway,"{'brand:wikidata': 'Q244457', 'website': 'http://w.subway.com/en-ca/findastore?zip=v2v1a1', 'ref': '13881', 'phone': '+1-604-820-8584', 'brand:wikipedia': 'en:Subway (restaurant)', 'opening_hours': 'Mo-Fr 07:00-00:00; Sa-Su 08:00-00:00', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Subway', 'addr:unit': 'E130'}"
8686,49.1335522,-122.337772,2019-09-02T22:08:26.000-07:00,fast_food,pizza 64,"{'addr:housenumber': '32081', 'website': 'http://pizza64.ca', 'phone': '+1-604-805-1818', 'opening_hours': 'Su-Th 11:00-22:30; Fr-Sa 11:00-23:30', 'cuisine': 'pizza', 'addr:street': 'Lougheed Highway', 'addr:unit': 'A1'}"
8689,49.2493503,-123.0898772,2019-09-13T13:56:49.000-07:00,ice_cream,earnest ice cream,"{'wheelchair': 'yes', 'addr:housenumber': '3992', 'website': 'https://earnesticecream.com/', 'phone': '+1-604-428-0697', 'opening_hours': 'Mo-Su 12:00-22:00', 'outdoor_seating': 'yes', 'addr:street': 'Fraser Street', 'addr:city': 'Vancouver'}"
8690,49.2339814,-122.8626888,2017-02-13T21:46:03.000-08:00,restaurant,ricky's,"{'addr:housenumber': '1090', 'addr:street': 'Lougheed Highway'}"
8691,49.234167,-122.8626459,2013-10-01T21:26:25.000-07:00,fast_food,fatburger,{}
8695,49.2543136,-122.9182623,2019-09-13T13:57:05.000-07:00,restaurant,foodies on board,"{'addr:housenumber': '3290', 'website': 'https://www.foodiesonboard.com/', 'opening_hours': 'Mo-Fr 08:00-18:00', 'outdoor_seating': 'no', 'addr:street': 'Production Way', 'addr:postcode': 'V5A 4R4', 'addr:unit': 'A', 'addr:city': 'Burnaby'}"
8696,49.254194,-123.2360217,2019-04-29T21:29:21.000-07:00,restaurant,neptune chinese kitchen,{'cuisine': 'chinese'}
8698,49.2307501,-122.9063714,2018-10-26T20:30:00.000-07:00,restaurant,l.a. sushi,"{'cuisine': 'japanese', 'addr:housenumber': '8671', 'addr:street': 'Tenth Avenue', 'phone': '+1-604-777-9555', 'addr:city': 'Burnaby'}"
8702,49.2837737,-122.8279837,2019-08-21T22:42:39.000-07:00,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'internet_access:fee': 'no', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'addr:city': 'Port Moody', 'addr:housenumber': '221', 'outdoor_seating': 'yes', 'addr:street': 'Ioco Road', 'brand': 'Starbucks'}"
8704,49.2824302,-122.8003918,2020-01-17T07:59:42.000-08:00,fast_food,church's chicken,"{'brand:wikidata': 'Q1089932', 'addr:housenumber': '1175', 'brand:wikipedia': ""en:Church's Chicken"", 'cuisine': 'chicken', 'addr:street': 'Johnson Street', 'takeaway': 'yes', 'brand': ""Church's Chicken""}"
8710,49.288292,-123.14005,2019-04-20T08:44:06.000-07:00,restaurant,banana leaf,"{'addr:housenumber': '1096', 'website': 'https://www.bananaleaf-vancouver.com/', 'phone': '+1-604-683-3333', 'smoking': 'no', 'opening_hours': 'Mo-Sa 11:30-22:00; Su 11:30-21:45', 'cuisine': 'asian', 'addr:street': 'Denman Street'}"
8711,49.2663263,-123.0695173,2019-04-13T03:48:56.000-07:00,restaurant,sushi ville,"{'addr:housenumber': '2068', 'website': 'https://www.facebook.com/Sushi-Ville-Commercial-Drive-1578449249060788/', 'phone': '+1-604-559-4611', 'opening_hours': 'Su-Th 11:30-23:00, Fr,Sa 11:30-24:00', 'cuisine': 'sushi;japanese', 'outdoor_seating': 'yes', 'addr:street': 'Commercial Drive', 'addr:postcode': 'V5N 4B2', 'takeaway': 'yes', 'email': 'commercialdrivesushiville@gmail.com', 'addr:city': 'Vancouver'}"
8712,49.2251548,-123.1018741,2019-12-20T03:56:16.000-08:00,restaurant,freshii,"{'brand:wikidata': 'Q5503051', 'addr:province': 'BC', 'addr:housenumber': '6541', 'brand:wikipedia': 'en:Freshii', 'cuisine': 'salad', 'addr:street': 'Main Street', 'brand': 'Freshii', 'addr:city': 'Vancouver'}"
8718,49.3162246,-122.9533502,2019-12-21T14:48:02.000-08:00,restaurant,spicy ginger kitchen,{'cuisine': 'asian'}
8720,49.3266532,-122.9509799,2019-12-21T16:15:38.000-08:00,cafe,cove creek gallery and cappuccino bar,"{'short_name': 'CCG', 'shop': 'art', 'level': '0'}"
8723,49.3269052,-122.9514941,2019-12-21T16:15:38.000-08:00,cafe,cafe orso,"{'addr:housenumber': '4316', 'addr:street': 'Gallant Avenue', 'level': '0'}"
8726,49.3266797,-122.9497215,2019-12-21T20:00:30.000-08:00,restaurant,deep cove pizza,"{'cuisine': 'pizza', 'addr:housenumber': '4385', 'addr:street': 'Gallant Avenue', 'level': '0'}"
8727,49.3266813,-122.9502282,2019-12-21T20:00:30.000-08:00,restaurant,deepwater micro eatery,"{'addr:housenumber': '4369', 'website': 'https://deepwatermicroeatery.ca', 'level': '0', 'cuisine': 'soup;taco;burrito;burger;beer', 'outdoor_seating': 'yes', 'addr:street': 'Gallant Avenue'}"
8728,49.3266815,-122.9499512,2019-12-21T20:00:30.000-08:00,ice_cream,gelato express,"{'addr:housenumber': '4379', 'addr:street': 'Gallant Avenue', 'level': '0'}"
8729,49.3266818,-122.9496701,2019-12-21T20:00:30.000-08:00,cafe,cover neighbourhood cafe,"{'addr:housenumber': '4387', 'addr:street': 'Gallant Avenue', 'level': '0'}"
8730,49.3266808,-122.9502983,2019-12-21T20:00:30.000-08:00,ice_cream,deep cove ice cream café,"{'addr:housenumber': '4367', 'alt_name': 'Deep Cove Café', 'addr:street': 'Gallant Avenue', 'level': '0'}"
8750,49.2149439,-122.922782,2015-06-16T04:19:29.000-07:00,cafe,anny's,{'cuisine': 'quebec'}
8751,49.2149754,-122.9228305,2018-05-21T00:21:57.000-07:00,restaurant,ho fung,"{'opening_hours': 'Mo-Sa 11:00-22:00; Su 12:00-22:00', 'delivery': 'yes', 'cuisine': 'chinese', 'website': 'http://www.hofung.ca/', 'takeaway': 'yes'}"
8754,49.2640478,-123.1142162,2018-10-26T20:30:05.000-07:00,fast_food,uncle fatihs pizza,"{'payment:mastercard': 'yes', 'website': 'http://west8th.unclefatih.com/zgrid/proc/site/start.jsp', 'payment:cash': 'yes', 'cuisine': 'pizza', 'addr:postcode': 'V5Y 3Z5', 'payment:visa': 'yes', 'addr:city': 'Vancouver', 'payment:american_express': 'yes', 'addr:housenumber': '477', 'phone': '+1-604-566-9969', 'addr:street': 'West 8th Avenue', 'payment:discover_card': 'yes'}"
8755,49.263801,-123.1145916,2019-07-20T21:37:50.000-07:00,fast_food,wendy's,"{'brand:wikidata': 'Q550258', 'brand:wikipedia': ""en:Wendy's"", 'drive_through': 'yes', 'opening_hours': 'Mo-Su 10:00-04:00+', 'cuisine': 'burger', 'takeaway': 'yes', 'brand': ""Wendy's""}"
8757,49.1720079,-122.890694,2012-04-29T04:53:34.000-07:00,restaurant,baba sweets & shivalik restaurant,{'cuisine': 'indian'}
8758,49.1718164,-122.8906903,2020-01-05T07:06:49.000-08:00,restaurant,jagga sweets,"{'diet:vegetarian': 'yes', 'addr:housenumber': '9277', 'website': 'https://www.facebook.com/jaggasweets/', 'phone': '+1-604-583-1324', 'opening_hours': 'Su-Mo 10:00-20:00; We-Th 10:00-20:00; Fr-Sa 10:00-21:00; Tu off', 'cuisine': 'indian', 'addr:street': 'Scott Road'}"
8761,49.1751169,-122.8894625,2019-09-13T13:56:49.000-07:00,restaurant,mahek restaurant & lounge,"{'addr:housenumber': '9470', 'website': 'http://mahek.ca/', 'phone': '+1-604-585-3331', 'opening_hours': 'Su-Th 11:30-22:00; Fr-Sa 11:30-22:30', 'addr:street': 'Scott Road', 'addr:city': 'Surrey'}"
8762,49.1748746,-122.890693,2012-04-29T10:32:24.000-07:00,bar,the attic,{}
8763,49.1743983,-122.8894768,2012-04-29T11:01:36.000-07:00,restaurant,asian spice,{'cuisine': 'indian'}
8764,49.1769893,-122.8683199,2019-07-10T02:03:02.000-07:00,restaurant,mezbaan indian & indo chinese food,"{'cuisine': 'indian', 'addr:housenumber': '12790', 'addr:street': '96 Avenue', 'phone': '+1-604-583-9987'}"
8765,49.1768204,-122.8878011,2020-01-05T06:56:19.000-08:00,pub,donegal's irish house,"{'opening_hours': 'Su-Tu 11:00-22:00; We 11:00-23:00; Th 11:00-24:00; Fr-Sa 11:00-01:00', 'addr:housenumber': '12504', 'website': 'https://donegals.pub/', 'addr:street': '96 Avenue', 'phone': '+1-604-584-2112'}"
8773,49.1917865,-122.8438,2017-02-23T07:18:36.000-08:00,restaurant,bozzini's,"{'opening_hours': 'Mo-Th 11:00-22:00; Fr 11:00-23:00; Sa 04:00-23:00; Su 16:00-22:00', 'addr:housenumber': '13655', 'website': 'https://bozzinissurrey.com', 'addr:street': '104 Avenue', 'phone': '+1-604-588-6880'}"
8774,49.1918267,-122.8442801,2012-04-30T06:44:14.000-07:00,restaurant,,{}
8775,49.2079075,-123.1403014,2012-12-04T22:55:21.000-08:00,restaurant,ikura,"{'wheelchair': 'yes', 'cuisine': 'japanese'}"
8779,49.2190964,-122.5938336,2019-12-15T21:00:01.000-08:00,restaurant,big feast bistro,"{'addr:housenumber': '11920', 'website': 'https://big-feast.ca', 'addr:street': '227 Street', 'addr:city': 'Maple Ridge'}"
8780,49.2313362,-122.8930883,2012-12-03T23:28:24.000-08:00,fast_food,quiznos,"{'cuisine': 'sandwich', 'website': 'http://www.quiznos.ca/', 'brand': 'Quiznos'}"
8781,49.2313075,-122.893213,2012-04-09T00:03:55.000-07:00,fast_food,panago,{'cuisine': 'pizza'}
8789,49.2345961,-123.1845122,2017-08-28T08:12:26.000-07:00,restaurant,red tuna,{'cuisine': 'japanese'}
8794,49.2344723,-123.1595022,2019-09-13T13:56:49.000-07:00,restaurant,irashai sushi,"{'cuisine': 'sushi', 'addr:housenumber': '2260', 'addr:street': 'West 41st Avenue', 'addr:city': 'Vancouver'}"
8796,49.2345042,-123.157945,2012-04-05T06:31:06.000-07:00,restaurant,asa sushi,{'cuisine': 'japanese'}
8798,49.2347245,-123.157554,2019-12-26T22:15:17.000-08:00,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'website': 'https://www.starbucks.com/', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}"
8799,49.2345067,-123.1580907,2019-09-13T13:56:49.000-07:00,cafe,boba boy,"{'addr:housenumber': '2184', 'addr:street': 'West 41st Avenue', 'addr:city': 'Vancouver'}"
8800,49.2347568,-123.1587655,2019-09-13T13:56:49.000-07:00,restaurant,orange corner,"{'addr:housenumber': '2257', 'addr:street': 'West 41st Avenue', 'addr:city': 'Vancouver'}"
8802,49.2346968,-123.1536668,2019-09-13T13:56:49.000-07:00,cafe,adonia,"{'addr:housenumber': '2057', 'addr:street': 'West 41st Avenue', 'addr:city': 'Vancouver'}"
8813,49.2141314,-122.9217996,2015-05-22T05:40:06.000-07:00,restaurant,wafflehouse family restaurant,{'cuisine': 'breakfast'}
8816,49.2048833,-122.910155,2018-10-26T20:30:03.000-07:00,restaurant,bubble world restaurant,{'phone': '+1-778-397-7800'}
8818,49.2572249,-123.1852331,2012-04-05T08:58:40.000-07:00,restaurant,la notte,{'cuisine': 'italian'}
8819,49.2527999,-122.7672467,2020-01-05T06:40:23.000-08:00,pub,cat and fiddle,"{'opening_hours': 'Mo-Th 11:00-01:00; Fr 11:00-02:00; Su 11:00-24:00', 'addr:housenumber': '1979', 'website': 'https://catandfiddlepub.ca/', 'addr:street': 'Brown Street', 'phone': '+1-604-941-8822'}"
8820,49.3215798,-123.0725778,2017-11-04T02:44:09.000-07:00,restaurant,krua thai,"{'cuisine': 'thai', 'website': 'http://www.kruathai.com', 'internet_access': 'wlan'}"
8821,49.1909939,-122.9498358,2019-09-23T20:20:53.000-07:00,fast_food,quiznos,"{'brand:wikidata': 'Q1936229', 'website': 'http://www.quiznos.ca/', 'brand:wikipedia': 'en:Quiznos', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Quiznos'}"
8822,49.2696427,-122.9464665,2012-05-09T10:09:27.000-07:00,pub,hop & vine,{}
8825,49.2798348,-122.9661141,2020-01-19T22:34:37.000-08:00,fast_food,subway,"{'brand:wikidata': 'Q244457', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Subway', 'brand:wikipedia': 'en:Subway (restaurant)'}"
8826,49.2802492,-122.9654699,2012-05-09T10:36:21.000-07:00,restaurant,north burnaby wonton house,{'cuisine': 'chinese'}
8827,49.2649661,-122.9428884,2012-05-09T10:47:40.000-07:00,restaurant,eagle creek bar & grill,{'website': 'http://www.eaglecreekbc.com'}
8831,49.2644187,-122.9817891,2019-10-14T19:19:10.000-07:00,restaurant,sushimoto,{'cuisine': 'japanese'}
8832,49.2778406,-122.9118791,2019-11-14T08:54:00.000-08:00,restaurant,donair town,"{'addr:housenumber': '8923', 'addr:street': 'Cornerstone Mews'}"
8833,49.2792808,-122.9172945,2012-05-11T07:34:52.000-07:00,fast_food,triple o white spot,{'cuisine': 'burger'}
8835,49.2778918,-122.9121958,2019-11-14T08:54:00.000-08:00,restaurant,bamboo garden,"{'cuisine': 'chinese', 'addr:housenumber': '8911', 'addr:street': 'Cornerstone Mews'}"
8836,49.2778065,-122.9116679,2019-11-14T08:54:00.000-08:00,restaurant,plum garden,"{'cuisine': 'chinese', 'addr:housenumber': '8939', 'addr:street': 'Cornerstone Mews'}"
8837,49.2788854,-122.9189304,2012-05-11T07:34:52.000-07:00,restaurant,food court,{}
8838,49.277825,-122.9143548,2012-05-11T07:34:53.000-07:00,cafe,renaissance,{'cuisine': 'coffee_shop'}
8839,49.2794033,-122.9156154,2012-05-11T07:34:53.000-07:00,cafe,renaissance,{'cuisine': 'coffee_shop'}
8840,49.2789099,-122.9155886,2016-05-05T01:34:04.000-07:00,restaurant,mackenzie cafe,{'cuisine': 'cafetaria'}
8841,49.2781018,-122.9121783,2019-11-14T08:54:00.000-08:00,restaurant,japarrito,"{'cuisine': 'japanese', 'addr:housenumber': '8910', 'addr:street': 'University High Street'}"
8842,49.2778748,-122.9120902,2019-11-14T08:54:00.000-08:00,restaurant,bun and me,"{'cuisine': 'vietnamese', 'addr:housenumber': '8915', 'addr:street': 'Cornerstone Mews'}"
8843,49.156596,-122.913408,2020-06-28T06:48:09.000-07:00,fast_food,apollo pizza + pasta,{'cuisine': 'pizza'}
8844,49.1550298,-122.9135108,2017-05-30T01:28:21.000-07:00,pub,delta lion pub,{}
8846,49.1557887,-122.9126704,2019-06-24T21:43:20.000-07:00,fast_food,subway,"{'brand:wikidata': 'Q244457', 'website': 'http://www.subway.com/', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Subway'}"
8847,49.1556048,-122.9135779,2017-05-30T01:28:21.000-07:00,restaurant,todai sushi,{'cuisine': 'sushi'}
8849,49.2802489,-122.9656189,2012-05-12T08:19:37.000-07:00,restaurant,hong sushi,{'cuisine': 'sushi'}
8851,49.1780886,-123.1274542,2018-02-09T04:59:28.000-08:00,restaurant,deer garden signatures,"{'opening_hours': 'Mo-Su 11:00-23:00', 'cuisine': 'chinese', 'phone': '+1-604-278-9229'}"
